,NOC,Team,Year,Continent,Medal
2110,ITA,Italy,1904,Europe,0
2111,ITA,Italy,1906,Europe,9
2112,ITA,Italy,1908,Europe,8
2113,ITA,Italy,1912,Europe,25
2114,ITA,Italy,1920,Europe,84
2115,ITA,Italy,1924,Europe,51
2116,ITA,Italy,1928,Europe,72
2117,ITA,Italy,1932,Europe,77
2118,ITA,Italy,1936,Europe,70
2119,ITA,Italy,1948,Europe,67
2120,ITA,Italy,1952,Europe,52
2121,ITA,Italy,1956,Europe,45
2122,ITA,Italy,1960,Europe,85
2123,ITA,Italy,1964,Europe,51
2124,ITA,Italy,1968,Europe,33
2125,ITA,Italy,1972,Europe,25
2126,ITA,Italy,1976,Europe,31
2127,ITA,Italy,1980,Europe,37
2128,ITA,Italy,1984,Europe,63
2129,ITA,Italy,1988,Europe,29
2130,ITA,Italy,1992,Europe,45
2131,ITA,Italy,1996,Europe,71
2132,ITA,Italy,2000,Europe,65
2133,ITA,Italy,2004,Europe,104
2134,ITA,Italy,2008,Europe,42
2135,ITA,Italy,2012,Europe,68
2136,ITA,Italy,2016,Europe,70
2137,ITA,Italy-1,2000,Europe,0
2138,ITA,Italy-1,2004,Europe,0
2139,ITA,Italy-1,2008,Europe,0
2140,ITA,Italy-1,2012,Europe,0
2141,ITA,Italy-1,2016,Europe,2
2142,ITA,Italy-2,2000,Europe,0
2143,ITA,Italy-2,2004,Europe,0
2144,ITA,Italy-2,2008,Europe,0
2145,ITA,Italy-2,2012,Europe,0
2146,ITA,Italy-2,2016,Europe,0
2147,ITA,Legionario,1948,Europe,0
2148,ITA,"Marinai della nave da guerra ""Varese""",1906,Europe,24
2149,ITA,Mebi,1924,Europe,0
2150,ITA,Merope,1952,Europe,2
2151,ITA,Merope III,1956,Europe,2
2152,ITA,Merope III,1960,Europe,0
2153,ITA,Mirtala,1952,Europe,0
2154,ITA,Pegaso,1936,Europe,0
2155,ITA,Pistoja/Firenze,1906,Europe,9
2156,ITA,Roma,1906,Europe,0
2157,ITA,Romolo,1956,Europe,0
2158,ITA,Twins II,1928,Europe,0
2159,ITA,Twins VIII,1956,Europe,0
2160,ITA,Umberta V,1964,Europe,0
2161,ITA,Venilia,1960,Europe,3
2162,ITA,Voloira II,1960,Europe,0
2163,IVB,British Virgin Islands,1984,Americas,0
2164,IVB,British Virgin Islands,1988,Americas,0
2165,IVB,British Virgin Islands,1992,Americas,0
2166,IVB,British Virgin Islands,1996,Americas,0
2167,IVB,British Virgin Islands,2000,Americas,0
2168,IVB,British Virgin Islands,2004,Americas,0
2169,IVB,British Virgin Islands,2008,Americas,0
2170,IVB,British Virgin Islands,2012,Americas,0
2171,IVB,British Virgin Islands,2016,Americas,0
2172,JAM,Jamaica,1948,Americas,3
2173,JAM,Jamaica,1952,Americas,8
2174,JAM,Jamaica,1956,Americas,0
2175,JAM,Jamaica,1964,Americas,0
2176,JAM,Jamaica,1968,Americas,1
2177,JAM,Jamaica,1972,Americas,1
2178,JAM,Jamaica,1976,Americas,2
2179,JAM,Jamaica,1980,Americas,3
2180,JAM,Jamaica,1984,Americas,7
2181,JAM,Jamaica,1988,Americas,7
2182,JAM,Jamaica,1992,Americas,4
2183,JAM,Jamaica,1996,Americas,16
2184,JAM,Jamaica,2000,Americas,23
2185,JAM,Jamaica,2004,Americas,13
2186,JAM,Jamaica,2008,Americas,14
2187,JAM,Jamaica,2012,Americas,25
2188,JAM,Jamaica,2016,Americas,30
2189,JAM,Miss Nippon IV,1964,Americas,0
2190,JOR,Jordan,1980,Asia,0
2191,JOR,Jordan,1984,Asia,0
2192,JOR,Jordan,1988,Asia,0
2193,JOR,Jordan,1992,Asia,0
2194,JOR,Jordan,1996,Asia,0
2195,JOR,Jordan,2000,Asia,0
2196,JOR,Jordan,2004,Asia,0
2197,JOR,Jordan,2008,Asia,0
2198,JOR,Jordan,2012,Asia,0
2199,JOR,Jordan,2016,Asia,1
2200,JPN,Boreas,1960,Asia,0
2201,JPN,Danaldo,1960,Asia,0
2202,JPN,Dow Jones,2008,Asia,0
2203,JPN,Essen,1936,Asia,0
2204,JPN,Japan,1912,Asia,0
2205,JPN,Japan,1920,Asia,3
2206,JPN,Japan,1924,Asia,1
2207,JPN,Japan,1928,Asia,9
2208,JPN,Japan,1932,Asia,31
2209,JPN,Japan,1936,Asia,23
2210,JPN,Japan,1952,Asia,12
2211,JPN,Japan,1956,Asia,24
2212,JPN,Japan,1960,Asia,31
2213,JPN,Japan,1964,Asia,62
2214,JPN,Japan,1968,Asia,63
2215,JPN,Japan,1972,Asia,56
2216,JPN,Japan,1976,Asia,41
2217,JPN,Japan,1984,Asia,49
2218,JPN,Japan,1988,Asia,20
2219,JPN,Japan,1992,Asia,47
2220,JPN,Japan,1996,Asia,42
2221,JPN,Japan,2000,Asia,44
2222,JPN,Japan,2004,Asia,93
2223,JPN,Japan,2008,Asia,51
2224,JPN,Japan,2012,Asia,82
2225,JPN,Japan,2016,Asia,64
2226,JPN,Japan-1,1924,Asia,0
2227,JPN,Japan-1,1988,Asia,0
2228,JPN,Japan-1,1992,Asia,0
2229,JPN,Japan-1,1996,Asia,0
2230,JPN,Japan-1,2000,Asia,0
2231,JPN,Japan-1,2004,Asia,0
2232,JPN,Japan-1,2008,Asia,0
2233,JPN,Japan-1,2012,Asia,2
2234,JPN,Japan-2,1924,Asia,0
2235,JPN,Japan-2,1988,Asia,0
2236,JPN,Japan-2,1992,Asia,0
2237,JPN,Japan-2,1996,Asia,0
2238,JPN,Japan-2,2000,Asia,0
2239,JPN,Japan-2,2004,Asia,0
2240,JPN,Japan-2,2008,Asia,0
2241,JPN,Japan-2,2012,Asia,0
2242,JPN,Japan-3,1992,Asia,0
2243,JPN,Miss Nippon V,1964,Asia,0
2244,JPN,MitaII,1964,Asia,0
2245,JPN,Myojo,1936,Asia,0
2246,JPN,Rambo,2008,Asia,0
2247,JPN,Riccar,1964,Asia,0
2248,JPN,Roy,1964,Asia,0
2249,JPN,Whisper,2008,Asia,0
2250,KAZ,Kazakhstan,1996,Asia,11
2251,KAZ,Kazakhstan,2000,Asia,7
2252,KAZ,Kazakhstan,2004,Asia,8
2253,KAZ,Kazakhstan,2008,Asia,13
2254,KAZ,Kazakhstan,2012,Asia,13
2255,KAZ,Kazakhstan,2016,Asia,18
2256,KEN,Kenya,1956,Africa,0
2257,KEN,Kenya,1960,Africa,0
2258,KEN,Kenya,1964,Africa,1
2259,KEN,Kenya,1968,Africa,12
2260,KEN,Kenya,1972,Africa,12
2261,KEN,Kenya,1984,Africa,3
2262,KEN,Kenya,1988,Africa,9
2263,KEN,Kenya,1992,Africa,8
2264,KEN,Kenya,1996,Africa,8
2265,KEN,Kenya,2000,Africa,7
2266,KEN,Kenya,2004,Africa,7
2267,KEN,Kenya,2008,Africa,15
2268,KEN,Kenya,2012,Africa,11
2269,KEN,Kenya,2016,Africa,13
2270,KGZ,Kyrgyzstan,1996,Asia,0
2271,KGZ,Kyrgyzstan,2000,Asia,1
2272,KGZ,Kyrgyzstan,2004,Asia,0
2273,KGZ,Kyrgyzstan,2008,Asia,2
2274,KGZ,Kyrgyzstan,2012,Asia,0
2275,KGZ,Kyrgyzstan,2016,Asia,0
2276,KIR,Kiribati,2004,,0
2277,KIR,Kiribati,2008,,0
2278,KIR,Kiribati,2012,,0
2279,KIR,Kiribati,2016,,0
2280,KOR,South Korea,1948,Asia,2
2281,KOR,South Korea,1952,Asia,2
2282,KOR,South Korea,1956,Asia,2
2283,KOR,South Korea,1960,Asia,0
2284,KOR,South Korea,1964,Asia,3
2285,KOR,South Korea,1968,Asia,2
2286,KOR,South Korea,1972,Asia,1
2287,KOR,South Korea,1976,Asia,17
2288,KOR,South Korea,1984,Asia,41
2289,KOR,South Korea,1988,Asia,75
2290,KOR,South Korea,1992,Asia,37
2291,KOR,South Korea,1996,Asia,56
2292,KOR,South Korea,2000,Asia,67
2293,KOR,South Korea,2004,Asia,46
2294,KOR,South Korea,2008,Asia,72
2295,KOR,South Korea,2012,Asia,59
2296,KOR,South Korea,2016,Asia,24
2297,KOR,South Korea-1,1988,Asia,0
2298,KOR,South Korea-1,1992,Asia,8
2299,KOR,South Korea-1,1996,Asia,4
2300,KOR,South Korea-1,2000,Asia,4
2301,KOR,South Korea-1,2004,Asia,4
2302,KOR,South Korea-1,2008,Asia,6
2303,KOR,South Korea-1,2012,Asia,2
2304,KOR,South Korea-1,2016,Asia,2
2305,KOR,South Korea-2,1988,Asia,2
2306,KOR,South Korea-2,1992,Asia,4
2307,KOR,South Korea-2,1996,Asia,6
2308,KOR,South Korea-2,2000,Asia,2
2309,KOR,South Korea-2,2004,Asia,2
2310,KOR,South Korea-2,2008,Asia,0
2311,KOR,South Korea-2,2012,Asia,0
2312,KOR,South Korea-2,2016,Asia,0
2313,KOS,Kosovo,2016,,1
2314,KSA,Saudi Arabia,1972,Asia,0
2315,KSA,Saudi Arabia,1976,Asia,0
2316,KSA,Saudi Arabia,1984,Asia,0
2317,KSA,Saudi Arabia,1988,Asia,0
2318,KSA,Saudi Arabia,1992,Asia,0
2319,KSA,Saudi Arabia,1996,Asia,0
2320,KSA,Saudi Arabia,2000,Asia,2
2321,KSA,Saudi Arabia,2004,Asia,0
2322,KSA,Saudi Arabia,2008,Asia,0
2323,KSA,Saudi Arabia,2012,Asia,4
2324,KSA,Saudi Arabia,2016,Asia,0
2325,KUW,Kuwait,1968,Asia,0
2326,KUW,Kuwait,1972,Asia,0
2327,KUW,Kuwait,1976,Asia,0
2328,KUW,Kuwait,1980,Asia,0
2329,KUW,Kuwait,1984,Asia,0
2330,KUW,Kuwait,1988,Asia,0
2331,KUW,Kuwait,1992,Asia,0
2332,KUW,Kuwait,1996,Asia,0
2333,KUW,Kuwait,2000,Asia,1
2334,KUW,Kuwait,2004,Asia,0
2335,KUW,Kuwait,2008,Asia,0
2336,KUW,Kuwait,2012,Asia,1
2337,LAO,Laos,1980,Asia,0
2338,LAO,Laos,1988,Asia,0
2339,LAO,Laos,1992,Asia,0
2340,LAO,Laos,1996,Asia,0
2341,LAO,Laos,2000,Asia,0
2342,LAO,Laos,2004,Asia,0
2343,LAO,Laos,2008,Asia,0
2344,LAO,Laos,2012,Asia,0
2345,LAO,Laos,2016,Asia,0
2346,LAT,Latvia,1924,Europe,0
2347,LAT,Latvia,1928,Europe,0
2348,LAT,Latvia,1932,Europe,1
2349,LAT,Latvia,1936,Europe,2
2350,LAT,Latvia,1992,Europe,3
2351,LAT,Latvia,1996,Europe,1
2352,LAT,Latvia,2000,Europe,3
2353,LAT,Latvia,2004,Europe,4
2354,LAT,Latvia,2008,Europe,3
2355,LAT,Latvia,2012,Europe,1
2356,LAT,Latvia,2016,Europe,0
2357,LAT,Latvia-1,2012,Europe,2
2358,LAT,Latvia-2,2012,Europe,0
2359,LBA,Libya,1968,Africa,0
2360,LBA,Libya,1980,Africa,0
2361,LBA,Libya,1988,Africa,0
2362,LBA,Libya,1992,Africa,0
2363,LBA,Libya,1996,Africa,0
2364,LBA,Libya,2000,Africa,0
2365,LBA,Libya,2004,Africa,0
2366,LBA,Libya,2008,Africa,0
2367,LBA,Libya,2012,Africa,0
2368,LBA,Libya,2016,Africa,0
2369,LBR,Liberia,1956,Africa,0
2370,LBR,Liberia,1960,Africa,0
2371,LBR,Liberia,1964,Africa,0
2372,LBR,Liberia,1972,Africa,0
2373,LBR,Liberia,1984,Africa,0
2374,LBR,Liberia,1988,Africa,0
2375,LBR,Liberia,1996,Africa,0
2376,LBR,Liberia,2000,Africa,0
2377,LBR,Liberia,2004,Africa,0
2378,LBR,Liberia,2008,Africa,0
2379,LBR,Liberia,2012,Africa,0
2380,LBR,Liberia,2016,Africa,0
2381,LCA,Saint Lucia,1996,Americas,0
2382,LCA,Saint Lucia,2000,Americas,0
2383,LCA,Saint Lucia,2004,Americas,0
2384,LCA,Saint Lucia,2008,Americas,0
2385,LCA,Saint Lucia,2012,Americas,0
2386,LCA,Saint Lucia,2016,Americas,0
2387,LES,Lesotho,1972,Africa,0
2388,LES,Lesotho,1980,Africa,0
2389,LES,Lesotho,1984,Africa,0
2390,LES,Lesotho,1988,Africa,0
2391,LES,Lesotho,1992,Africa,0
2392,LES,Lesotho,1996,Africa,0
2393,LES,Lesotho,2000,Africa,0
2394,LES,Lesotho,2004,Africa,0
2395,LES,Lesotho,2008,Africa,0
2396,LES,Lesotho,2012,Africa,0
2397,LES,Lesotho,2016,Africa,0
2398,LIB,Lebanon,1948,Asia,0
2399,LIB,Lebanon,1952,Asia,2
2400,LIB,Lebanon,1960,Asia,0
2401,LIB,Lebanon,1964,Asia,0
2402,LIB,Lebanon,1968,Asia,0
2403,LIB,Lebanon,1972,Asia,1
2404,LIB,Lebanon,1976,Asia,0
2405,LIB,Lebanon,1980,Asia,1
2406,LIB,Lebanon,1984,Asia,0
2407,LIB,Lebanon,1988,Asia,0
2408,LIB,Lebanon,1992,Asia,0
2409,LIB,Lebanon,1996,Asia,0
2410,LIB,Lebanon,2000,Asia,0
2411,LIB,Lebanon,2004,Asia,0
2412,LIB,Lebanon,2008,Asia,0
2413,LIB,Lebanon,2012,Asia,0
2414,LIB,Lebanon,2016,Asia,0
2415,LIB,Maid of Lebanon,1960,Asia,0
2416,LIE,Liechtenstein,1936,Europe,0
2417,LIE,Liechtenstein,1948,Europe,0
2418,LIE,Liechtenstein,1952,Europe,0
2419,LIE,Liechtenstein,1960,Europe,0
2420,LIE,Liechtenstein,1964,Europe,0
2421,LIE,Liechtenstein,1968,Europe,0
2422,LIE,Liechtenstein,1972,Europe,0
2423,LIE,Liechtenstein,1976,Europe,0
2424,LIE,Liechtenstein,1984,Europe,0
2425,LIE,Liechtenstein,1988,Europe,0
2426,LIE,Liechtenstein,1992,Europe,0
2427,LIE,Liechtenstein,1996,Europe,0
2428,LIE,Liechtenstein,2000,Europe,0
2429,LIE,Liechtenstein,2004,Europe,0
2430,LIE,Liechtenstein,2008,Europe,0
2431,LIE,Liechtenstein,2012,Europe,0
2432,LIE,Liechtenstein,2016,Europe,0
2433,LTU,Lithuania,1924,Europe,0
2434,LTU,Lithuania,1928,Europe,0
2435,LTU,Lithuania,1992,Europe,13
2436,LTU,Lithuania,1996,Europe,11
2437,LTU,Lithuania,2000,Europe,17
2438,LTU,Lithuania,2004,Europe,3
2439,LTU,Lithuania,2008,Europe,5
2440,LTU,Lithuania,2012,Europe,5
2441,LTU,Lithuania,2016,Europe,7
2442,LUX,Luxembourg,1900,Europe,1
2443,LUX,Luxembourg,1912,Europe,0
2444,LUX,Luxembourg,1920,Europe,1
2445,LUX,Luxembourg,1924,Europe,2
2446,LUX,Luxembourg,1928,Europe,1
2447,LUX,Luxembourg,1932,Europe,0
2448,LUX,Luxembourg,1936,Europe,0
2449,LUX,Luxembourg,1948,Europe,0
2450,LUX,Luxembourg,1952,Europe,1
2451,LUX,Luxembourg,1956,Europe,0
2452,LUX,Luxembourg,1960,Europe,0
2453,LUX,Luxembourg,1964,Europe,0
2454,LUX,Luxembourg,1968,Europe,0
2455,LUX,Luxembourg,1972,Europe,0
2456,LUX,Luxembourg,1976,Europe,0
2457,LUX,Luxembourg,1980,Europe,0
2458,LUX,Luxembourg,1984,Europe,0
2459,LUX,Luxembourg,1988,Europe,0
2460,LUX,Luxembourg,1992,Europe,0
2461,LUX,Luxembourg,1996,Europe,0
2462,LUX,Luxembourg,2000,Europe,0
2463,LUX,Luxembourg,2004,Europe,0
2464,LUX,Luxembourg,2008,Europe,0
2465,LUX,Luxembourg,2012,Europe,0
2466,LUX,Luxembourg,2016,Europe,0
2467,MAD,Madagascar,1964,Africa,0
2468,MAD,Madagascar,1968,Africa,0
2469,MAD,Madagascar,1972,Africa,0
2470,MAD,Madagascar,1980,Africa,0
2471,MAD,Madagascar,1984,Africa,0
2472,MAD,Madagascar,1992,Africa,0
2473,MAD,Madagascar,1996,Africa,0
2474,MAD,Madagascar,2000,Africa,0
2475,MAD,Madagascar,2004,Africa,0
2476,MAD,Madagascar,2008,Africa,0
2477,MAD,Madagascar,2012,Africa,0
2478,MAD,Madagascar,2016,Africa,0
2479,MAL,Malaya,1956,,0
2480,MAL,Malaya,1960,,0
2481,MAR,Morocco,1960,Africa,1
2482,MAR,Morocco,1964,Africa,0
2483,MAR,Morocco,1968,Africa,0
2484,MAR,Morocco,1972,Africa,0
2485,MAR,Morocco,1976,Africa,0
2486,MAR,Morocco,1984,Africa,2
2487,MAR,Morocco,1988,Africa,3
2488,MAR,Morocco,1992,Africa,3
2489,MAR,Morocco,1996,Africa,2
2490,MAR,Morocco,2000,Africa,5
2491,MAR,Morocco,2004,Africa,3
2492,MAR,Morocco,2008,Africa,2
2493,MAR,Morocco,2012,Africa,1
2494,MAR,Morocco,2016,Africa,1
2495,MAS,Malaysia,1964,Asia,0
2496,MAS,Malaysia,1968,Asia,0
2497,MAS,Malaysia,1972,Asia,0
2498,MAS,Malaysia,1976,Asia,0
2499,MAS,Malaysia,1984,Asia,0
2500,MAS,Malaysia,1988,Asia,0
2501,MAS,Malaysia,1992,Asia,0
2502,MAS,Malaysia,1996,Asia,1
2503,MAS,Malaysia,2000,Asia,0
2504,MAS,Malaysia,2004,Asia,0
2505,MAS,Malaysia,2008,Asia,1
2506,MAS,Malaysia,2012,Asia,2
2507,MAS,Malaysia,2016,Asia,8
2508,MAS,Malaysia-1,1992,Asia,0
2509,MAS,Malaysia-1,1996,Asia,2
2510,MAS,Malaysia-1,2000,Asia,0
2511,MAS,Malaysia-1,2004,Asia,0
2512,MAS,Malaysia-1,2008,Asia,0
2513,MAS,Malaysia-2,1992,Asia,2
2514,MAS,Malaysia-2,1996,Asia,0
2515,MAS,Malaysia-2,2000,Asia,0
2516,MAS,Malaysia-2,2004,Asia,0
2517,MAS,Malaysia-2,2008,Asia,0
2518,MAW,Malawi,1972,Africa,0
2519,MAW,Malawi,1984,Africa,0
2520,MAW,Malawi,1988,Africa,0
2521,MAW,Malawi,1992,Africa,0
2522,MAW,Malawi,1996,Africa,0
2523,MAW,Malawi,2000,Africa,0
2524,MAW,Malawi,2004,Africa,0
2525,MAW,Malawi,2008,Africa,0
2526,MAW,Malawi,2012,Africa,0
2527,MAW,Malawi,2016,Africa,0
2528,MDA,Moldova,1996,Europe,3
2529,MDA,Moldova,2000,Europe,2
2530,MDA,Moldova,2004,Europe,0
2531,MDA,Moldova,2008,Europe,1
2532,MDA,Moldova,2012,Europe,2
2533,MDA,Moldova,2016,Europe,0
2534,MDV,Maldives,1988,Asia,0
2535,MDV,Maldives,1992,Asia,0
2536,MDV,Maldives,1996,Asia,0
2537,MDV,Maldives,2000,Asia,0
2538,MDV,Maldives,2004,Asia,0
2539,MDV,Maldives,2008,Asia,0
2540,MDV,Maldives,2012,Asia,0
2541,MDV,Maldives,2016,Asia,0
2542,MEX,A North American Team,1900,Americas,3
2543,MEX,Acipactli,1964,Americas,0
2544,MEX,Chamukina,1960,Americas,0
2545,MEX,Mexico,1924,Americas,0
2546,MEX,Mexico,1928,Americas,0
2547,MEX,Mexico,1932,Americas,2
2548,MEX,Mexico,1936,Americas,16
2549,MEX,Mexico,1948,Americas,9
2550,MEX,Mexico,1952,Americas,1
2551,MEX,Mexico,1956,Americas,2
2552,MEX,Mexico,1960,Americas,1
2553,MEX,Mexico,1964,Americas,1
2554,MEX,Mexico,1968,Americas,9
2555,MEX,Mexico,1972,Americas,1
2556,MEX,Mexico,1976,Americas,2
2557,MEX,Mexico,1980,Americas,10
2558,MEX,Mexico,1984,Americas,6
2559,MEX,Mexico,1988,Americas,2
2560,MEX,Mexico,1992,Americas,1
2561,MEX,Mexico,1996,Americas,1
2562,MEX,Mexico,2000,Americas,6
2563,MEX,Mexico,2004,Americas,4
2564,MEX,Mexico,2008,Americas,4
2565,MEX,Mexico,2012,Americas,24
2566,MEX,Mexico,2016,Americas,5
2567,MEX,Nausikaa 4,1964,Americas,0
2568,MEX,Tlaloc,1964,Americas,0
2569,MEX,Xolotl,1964,Americas,0
2570,MGL,Mongolia,1964,Asia,0
2571,MGL,Mongolia,1968,Asia,4
2572,MGL,Mongolia,1972,Asia,1
2573,MGL,Mongolia,1976,Asia,1
2574,MGL,Mongolia,1980,Asia,4
2575,MGL,Mongolia,1988,Asia,1
2576,MGL,Mongolia,1992,Asia,2
2577,MGL,Mongolia,1996,Asia,1
2578,MGL,Mongolia,2000,Asia,0
2579,MGL,Mongolia,2004,Asia,1
2580,MGL,Mongolia,2008,Asia,4
2581,MGL,Mongolia,2012,Asia,5
2582,MGL,Mongolia,2016,Asia,2
2583,MHL,Marshall Islands,2008,,0
2584,MHL,Marshall Islands,2012,,0
2585,MHL,Marshall Islands,2016,,0
2586,MKD,Macedonia,1996,Europe,0
2587,MKD,Macedonia,2000,Europe,1
2588,MKD,Macedonia,2004,Europe,0
2589,MKD,Macedonia,2008,Europe,0
2590,MKD,Macedonia,2012,Europe,0
2591,MKD,Macedonia,2016,Europe,0
2592,MLI,Mali,1964,Africa,0
2593,MLI,Mali,1968,Africa,0
2594,MLI,Mali,1972,Africa,0
2595,MLI,Mali,1980,Africa,0
2596,MLI,Mali,1984,Africa,0
2597,MLI,Mali,1988,Africa,0
2598,MLI,Mali,1992,Africa,0
2599,MLI,Mali,1996,Africa,0
2600,MLI,Mali,2000,Africa,0
2601,MLI,Mali,2004,Africa,0
2602,MLI,Mali,2008,Africa,0
2603,MLI,Mali,2012,Africa,0
2604,MLI,Mali,2016,Africa,0
2605,MLT,Malta,1928,Europe,0
2606,MLT,Malta,1936,Europe,0
2607,MLT,Malta,1948,Europe,0
2608,MLT,Malta,1960,Europe,0
2609,MLT,Malta,1968,Europe,0
2610,MLT,Malta,1972,Europe,0
2611,MLT,Malta,1980,Europe,0
2612,MLT,Malta,1984,Europe,0
2613,MLT,Malta,1988,Europe,0
2614,MLT,Malta,1992,Europe,0
2615,MLT,Malta,1996,Europe,0
2616,MLT,Malta,2000,Europe,0
2617,MLT,Malta,2004,Europe,0
2618,MLT,Malta,2008,Europe,0
2619,MLT,Malta,2012,Europe,0
2620,MLT,Malta,2016,Europe,0
2621,MLT,Merope,1960,Europe,0
2622,MNE,Montenegro,2008,,0
2623,MNE,Montenegro,2012,,14
2624,MNE,Montenegro,2016,,0
2625,MON,Damoiselle IV,1960,Europe,0
2626,MON,Hirondelle,1952,Europe,0
2627,MON,Monaco,1920,Europe,0
2628,MON,Monaco,1924,Europe,1
2629,MON,Monaco,1928,Europe,0
2630,MON,Monaco,1932,Europe,0
2631,MON,Monaco,1936,Europe,0
2632,MON,Monaco,1948,Europe,0
2633,MON,Monaco,1952,Europe,0
2634,MON,Monaco,1960,Europe,0
2635,MON,Monaco,1964,Europe,0
2636,MON,Monaco,1968,Europe,0
2637,MON,Monaco,1972,Europe,0
2638,MON,Monaco,1976,Europe,0
2639,MON,Monaco,1984,Europe,0
2640,MON,Monaco,1988,Europe,0
2641,MON,Monaco,1992,Europe,0
2642,MON,Monaco,1996,Europe,0
2643,MON,Monaco,2000,Europe,0
2644,MON,Monaco,2004,Europe,0
2645,MON,Monaco,2008,Europe,0
2646,MON,Monaco,2012,Europe,0
2647,MON,Monaco,2016,Europe,0
2648,MOZ,Mozambique,1980,Africa,0
2649,MOZ,Mozambique,1984,Africa,0
2650,MOZ,Mozambique,1988,Africa,0
2651,MOZ,Mozambique,1992,Africa,0
2652,MOZ,Mozambique,1996,Africa,1
2653,MOZ,Mozambique,2000,Africa,1
2654,MOZ,Mozambique,2004,Africa,0
2655,MOZ,Mozambique,2008,Africa,0
2656,MOZ,Mozambique,2012,Africa,0
2657,MOZ,Mozambique,2016,Africa,0
2658,MRI,Mauritius,1984,Africa,0
2659,MRI,Mauritius,1988,Africa,0
2660,MRI,Mauritius,1992,Africa,0
2661,MRI,Mauritius,1996,Africa,0
2662,MRI,Mauritius,2000,Africa,0
2663,MRI,Mauritius,2004,Africa,0
2664,MRI,Mauritius,2008,Africa,1
2665,MRI,Mauritius,2012,Africa,0
2666,MRI,Mauritius,2016,Africa,0
2667,MRI,Mauritius-1,1996,Africa,0
2668,MRI,Mauritius-2,1996,Africa,0
2669,MTN,Mauritania,1984,Africa,0
2670,MTN,Mauritania,1988,Africa,0
2671,MTN,Mauritania,1992,Africa,0
2672,MTN,Mauritania,1996,Africa,0
2673,MTN,Mauritania,2000,Africa,0
2674,MTN,Mauritania,2004,Africa,0
2675,MTN,Mauritania,2008,Africa,0
2676,MTN,Mauritania,2012,Africa,0
2677,MTN,Mauritania,2016,Africa,0
2678,MYA,Kingfisher,1956,Asia,0
2679,MYA,Myanmar,1948,Asia,0
2680,MYA,Myanmar,1952,Asia,0
2681,MYA,Myanmar,1956,Asia,0
2682,MYA,Myanmar,1960,Asia,0
2683,MYA,Myanmar,1964,Asia,0
2684,MYA,Myanmar,1968,Asia,0
2685,MYA,Myanmar,1972,Asia,0
2686,MYA,Myanmar,1980,Asia,0
2687,MYA,Myanmar,1984,Asia,0
2688,MYA,Myanmar,1988,Asia,0
2689,MYA,Myanmar,1992,Asia,0
2690,MYA,Myanmar,1996,Asia,0
2691,MYA,Myanmar,2000,Asia,0
2692,MYA,Myanmar,2004,Asia,0
2693,MYA,Myanmar,2008,Asia,0
2694,MYA,Myanmar,2012,Asia,0
2695,MYA,Myanmar,2016,Asia,0
2696,MYA,Yangon,1960,Asia,0
2697,NAM,Namibia,1992,Africa,2
2698,NAM,Namibia,1996,Africa,2
2699,NAM,Namibia,2000,Africa,0
2700,NAM,Namibia,2004,Africa,0
2701,NAM,Namibia,2008,Africa,0
2702,NAM,Namibia,2012,Africa,0
2703,NAM,Namibia,2016,Africa,0
2704,NBO,North Borneo,1956,,0
2705,NCA,Nicaragua,1968,Americas,0
2706,NCA,Nicaragua,1972,Americas,0
2707,NCA,Nicaragua,1976,Americas,0
2708,NCA,Nicaragua,1980,Americas,0
2709,NCA,Nicaragua,1984,Americas,0
2710,NCA,Nicaragua,1992,Americas,0
2711,NCA,Nicaragua,1996,Americas,0
2712,NCA,Nicaragua,2000,Americas,0
2713,NCA,Nicaragua,2004,Americas,0
2714,NCA,Nicaragua,2008,Americas,0
2715,NCA,Nicaragua,2012,Americas,0
2716,NCA,Nicaragua,2016,Americas,0
2717,NED,Amstel Amsterdam,1908,Europe,4
2718,NED,Barco Deloro,1964,Europe,0
2719,NED,Beatrijs III-1,1920,Europe,3
2720,NED,Bem II,1936,Europe,2
2721,NED,Bem II,1952,Europe,0
2722,NED,Boreas-2,1920,Europe,2
2723,NED,Daisy,1960,Europe,0
2724,NED,Daisy,1964,Europe,0
2725,NED,DeRuyter,1936,Europe,0
2726,NED,DeRuyter,1952,Europe,0
2727,NED,Holland,1932,Europe,0
2728,NED,Hollandia,1928,Europe,6
2729,NED,Joy,1948,Europe,0
2730,NED,Kemphaan,1928,Europe,0
2731,NED,Mascotte,1900,Europe,3
2732,NED,Minerva Amsterdam,1900,Europe,17
2733,NED,Nadine,2008,Europe,1
2734,NED,Netherlands,1900,Europe,6
2735,NED,Netherlands,1906,Europe,6
2736,NED,Netherlands,1908,Europe,12
2737,NED,Netherlands,1912,Europe,26
2738,NED,Netherlands,1920,Europe,42
2739,NED,Netherlands,1924,Europe,24
2740,NED,Netherlands,1928,Europe,51
2741,NED,Netherlands,1932,Europe,13
2742,NED,Netherlands,1936,Europe,34
2743,NED,Netherlands,1948,Europe,40
2744,NED,Netherlands,1952,Europe,18
2745,NED,Netherlands,1956,Europe,0
2746,NED,Netherlands,1960,Europe,3
2747,NED,Netherlands,1964,Europe,31
2748,NED,Netherlands,1968,Europe,14
2749,NED,Netherlands,1972,Europe,6
2750,NED,Netherlands,1976,Europe,14
2751,NED,Netherlands,1980,Europe,6
2752,NED,Netherlands,1984,Europe,41
