,NOC,Team,Year,Continent,Medal
2753,NED,Netherlands,1988,Europe,45
2754,NED,Netherlands,1992,Europe,33
2755,NED,Netherlands,1996,Europe,73
2756,NED,Netherlands,2000,Europe,79
2757,NED,Netherlands,2004,Europe,77
2758,NED,Netherlands,2008,Europe,58
2759,NED,Netherlands,2012,Europe,69
2760,NED,Netherlands,2016,Europe,45
2761,NED,Netherlands-1,1996,Europe,0
2762,NED,Netherlands-1,2008,Europe,0
2763,NED,Netherlands-1,2012,Europe,0
2764,NED,Netherlands-1,2016,Europe,2
2765,NED,Netherlands-2,1996,Europe,0
2766,NED,Netherlands-2,2008,Europe,0
2767,NED,Netherlands-2,2012,Europe,0
2768,NED,Netherlands-2,2016,Europe,0
2769,NED,Nrnberg,1936,Europe,1
2770,NED,Oranje,1920,Europe,3
2771,NED,Salinero,2008,Europe,1
2772,NED,St. Margrite,1948,Europe,0
2773,NED,Starita,1948,Europe,2
2774,NED,Sunrise,2008,Europe,1
2775,NED,Thalatta,1952,Europe,0
2776,NED,Trintel II,1960,Europe,0
2777,NED,Univ. of Brussels,1900,Europe,1
2778,NED,Willem-Six,1924,Europe,3
2779,NEP,Nepal,1964,Asia,0
2780,NEP,Nepal,1972,Asia,0
2781,NEP,Nepal,1976,Asia,0
2782,NEP,Nepal,1980,Asia,0
2783,NEP,Nepal,1984,Asia,0
2784,NEP,Nepal,1988,Asia,0
2785,NEP,Nepal,1992,Asia,0
2786,NEP,Nepal,1996,Asia,0
2787,NEP,Nepal,2000,Asia,0
2788,NEP,Nepal,2004,Asia,0
2789,NEP,Nepal,2008,Asia,0
2790,NEP,Nepal,2012,Asia,0
2791,NEP,Nepal,2016,Asia,0
2792,NFL,Newfoundland,1904,,0
2793,NGR,Nigeria,1952,Africa,0
2794,NGR,Nigeria,1956,Africa,0
2795,NGR,Nigeria,1960,Africa,0
2796,NGR,Nigeria,1964,Africa,1
2797,NGR,Nigeria,1968,Africa,0
2798,NGR,Nigeria,1972,Africa,1
2799,NGR,Nigeria,1980,Africa,0
2800,NGR,Nigeria,1984,Africa,5
2801,NGR,Nigeria,1988,Africa,0
2802,NGR,Nigeria,1992,Africa,11
2803,NGR,Nigeria,1996,Africa,24
2804,NGR,Nigeria,2000,Africa,8
2805,NGR,Nigeria,2004,Africa,8
2806,NGR,Nigeria,2008,Africa,23
2807,NGR,Nigeria,2012,Africa,0
2808,NGR,Nigeria,2016,Africa,18
2809,NGR,Nigeria-1,1988,Africa,0
2810,NGR,Nigeria-1,1992,Africa,0
2811,NGR,Nigeria-1,2000,Africa,0
2812,NGR,Nigeria-1,2004,Africa,0
2813,NGR,Nigeria-2,1988,Africa,0
2814,NGR,Nigeria-2,1992,Africa,0
2815,NGR,Nigeria-2,2000,Africa,0
2816,NGR,Nigeria-2,2004,Africa,0
2817,NIG,Niger,1964,Africa,0
2818,NIG,Niger,1968,Africa,0
2819,NIG,Niger,1972,Africa,1
2820,NIG,Niger,1984,Africa,0
2821,NIG,Niger,1988,Africa,0
2822,NIG,Niger,1992,Africa,0
2823,NIG,Niger,1996,Africa,0
2824,NIG,Niger,2000,Africa,0
2825,NIG,Niger,2004,Africa,0
2826,NIG,Niger,2008,Africa,0
2827,NIG,Niger,2012,Africa,0
2828,NIG,Niger,2016,Africa,1
2829,NOR,Apache,1948,Europe,0
2830,NOR,Atlanta,1920,Europe,9
2831,NOR,Bera,1924,Europe,5
2832,NOR,Eleda,1920,Europe,7
2833,NOR,Elisabeth V,1924,Europe,3
2834,NOR,Elisabeth X,1952,Europe,5
2835,NOR,Encore,1952,Europe,3
2836,NOR,Fornebo,1920,Europe,4
2837,NOR,Fram,1908,Europe,0
2838,NOR,Fram III,1964,Europe,0
2839,NOR,Hamburg,1936,Europe,0
2840,NOR,Heira II,1920,Europe,9
2841,NOR,Irene,1920,Europe,5
2842,NOR,Jo,1920,Europe,3
2843,NOR,KNS,1936,Europe,0
2844,NOR,Kristiania Roklub,1912,Europe,0
2845,NOR,Kristiania Roklub-1,1912,Europe,5
2846,NOR,Lett,1960,Europe,0
2847,NOR,Lucky,1964,Europe,0
2848,NOR,Lully II,1936,Europe,5
2849,NOR,Lyn-2,1920,Europe,5
2850,NOR,Magda IX,1912,Europe,10
2851,NOR,Marmi II-1,1920,Europe,3
2852,NOR,Monica,1964,Europe,0
2853,NOR,Mosk II,1920,Europe,7
2854,NOR,Nora,1948,Europe,0
2855,NOR,Noreg,1928,Europe,0
2856,NOR,Norna,1928,Europe,4
2857,NOR,Norway,1900,Europe,9
2858,NOR,Norway,1904,Europe,2
2859,NOR,Norway,1906,Europe,25
2860,NOR,Norway,1908,Europe,42
2861,NOR,Norway,1912,Europe,55
2862,NOR,Norway,1920,Europe,78
2863,NOR,Norway,1924,Europe,14
2864,NOR,Norway,1928,Europe,5
2865,NOR,Norway,1932,Europe,0
2866,NOR,Norway,1936,Europe,17
2867,NOR,Norway,1948,Europe,15
2868,NOR,Norway,1952,Europe,2
2869,NOR,Norway,1956,Europe,3
2870,NOR,Norway,1960,Europe,0
2871,NOR,Norway,1964,Europe,0
2872,NOR,Norway,1968,Europe,6
2873,NOR,Norway,1972,Europe,8
2874,NOR,Norway,1976,Europe,6
2875,NOR,Norway,1984,Europe,4
2876,NOR,Norway,1988,Europe,22
2877,NOR,Norway,1992,Europe,23
2878,NOR,Norway,1996,Europe,23
2879,NOR,Norway,2000,Europe,43
2880,NOR,Norway,2004,Europe,7
2881,NOR,Norway,2008,Europe,22
2882,NOR,Norway,2012,Europe,17
2883,NOR,Norway,2016,Europe,19
2884,NOR,Norway-1,1912,Europe,0
2885,NOR,Norway-1,2000,Europe,0
2886,NOR,Norway-1,2004,Europe,0
2887,NOR,Norway-1,2008,Europe,0
2888,NOR,Norway-2,1912,Europe,0
2889,NOR,Norway-2,1924,Europe,0
2890,NOR,Norway-2,2000,Europe,0
2891,NOR,Norway-2,2004,Europe,0
2892,NOR,Norway-2,2008,Europe,0
2893,NOR,Norway-3,1912,Europe,0
2894,NOR,Norwegian Rowing Association,1908,Europe,0
2895,NOR,"Norwegier Turnverein, Brooklyn",1904,Europe,0
2896,NOR,Ormsund Roklub-2,1912,Europe,5
2897,NOR,Pan,1948,Europe,3
2898,NOR,Pan,1952,Europe,3
2899,NOR,Pan II,1956,Europe,0
2900,NOR,Sildra-1,1920,Europe,4
2901,NOR,Silja,1936,Europe,6
2902,NOR,Sirene,1960,Europe,2
2903,NOR,Sonja II,1912,Europe,0
2904,NOR,Stella-2,1920,Europe,3
2905,NOR,Struten,1960,Europe,0
2906,NOR,Studenternes Roklub-2,1912,Europe,0
2907,NOR,Taifun,1912,Europe,5
2908,NOR,Viking,1956,Europe,0
2909,NRU,Nauru,1996,Oceania,0
2910,NRU,Nauru,2000,Oceania,0
2911,NRU,Nauru,2004,Oceania,0
2912,NRU,Nauru,2008,Oceania,0
2913,NRU,Nauru,2012,Oceania,0
2914,NRU,Nauru,2016,Oceania,0
2915,NZL,Harmony,1960,Oceania,0
2916,NZL,Jest,1956,Oceania,2
2917,NZL,New Zealand,1920,Oceania,1
2918,NZL,New Zealand,1924,Oceania,1
2919,NZL,New Zealand,1928,Oceania,1
2920,NZL,New Zealand,1932,Oceania,2
2921,NZL,New Zealand,1936,Oceania,1
2922,NZL,New Zealand,1948,Oceania,0
2923,NZL,New Zealand,1952,Oceania,3
2924,NZL,New Zealand,1956,Oceania,1
2925,NZL,New Zealand,1960,Oceania,3
2926,NZL,New Zealand,1964,Oceania,4
2927,NZL,New Zealand,1968,Oceania,7
2928,NZL,New Zealand,1972,Oceania,14
2929,NZL,New Zealand,1976,Oceania,25
2930,NZL,New Zealand,1980,Oceania,0
2931,NZL,New Zealand,1984,Oceania,23
2932,NZL,New Zealand,1988,Oceania,24
2933,NZL,New Zealand,1992,Oceania,15
2934,NZL,New Zealand,1996,Oceania,9
2935,NZL,New Zealand,2000,Oceania,4
2936,NZL,New Zealand,2004,Oceania,6
2937,NZL,New Zealand,2008,Oceania,15
2938,NZL,New Zealand,2012,Oceania,27
2939,NZL,New Zealand,2016,Oceania,36
2940,NZL,"Osborne Swimming Club, Manchester",1900,Oceania,1
2941,NZL,Pandora,1964,Oceania,2
2942,NZL,Red Dragon,1956,Oceania,0
2943,OMA,Oman,1984,Asia,0
2944,OMA,Oman,1988,Asia,0
2945,OMA,Oman,1992,Asia,0
2946,OMA,Oman,1996,Asia,0
2947,OMA,Oman,2000,Asia,0
2948,OMA,Oman,2004,Asia,0
2949,OMA,Oman,2008,Asia,0
2950,OMA,Oman,2012,Asia,0
2951,OMA,Oman,2016,Asia,0
2952,PAK,Pakistan,1948,Asia,0
2953,PAK,Pakistan,1952,Asia,0
2954,PAK,Pakistan,1956,Asia,14
2955,PAK,Pakistan,1960,Asia,14
2956,PAK,Pakistan,1964,Asia,16
2957,PAK,Pakistan,1968,Asia,13
2958,PAK,Pakistan,1972,Asia,15
2959,PAK,Pakistan,1976,Asia,16
2960,PAK,Pakistan,1984,Asia,16
2961,PAK,Pakistan,1988,Asia,1
2962,PAK,Pakistan,1992,Asia,16
2963,PAK,Pakistan,1996,Asia,0
2964,PAK,Pakistan,2000,Asia,0
2965,PAK,Pakistan,2004,Asia,0
2966,PAK,Pakistan,2008,Asia,0
2967,PAK,Pakistan,2012,Asia,0
2968,PAK,Pakistan,2016,Asia,0
2969,PAN,Panama,1928,Americas,0
2970,PAN,Panama,1948,Americas,2
2971,PAN,Panama,1952,Americas,0
2972,PAN,Panama,1960,Americas,0
2973,PAN,Panama,1964,Americas,0
2974,PAN,Panama,1968,Americas,0
2975,PAN,Panama,1972,Americas,0
2976,PAN,Panama,1976,Americas,0
2977,PAN,Panama,1984,Americas,0
2978,PAN,Panama,1988,Americas,0
2979,PAN,Panama,1992,Americas,0
2980,PAN,Panama,1996,Americas,0
2981,PAN,Panama,2000,Americas,0
2982,PAN,Panama,2004,Americas,0
2983,PAN,Panama,2008,Americas,1
2984,PAN,Panama,2012,Americas,0
2985,PAN,Panama,2016,Americas,0
2986,PAR,Paraguay,1968,Americas,0
2987,PAR,Paraguay,1972,Americas,0
2988,PAR,Paraguay,1976,Americas,0
2989,PAR,Paraguay,1984,Americas,0
2990,PAR,Paraguay,1988,Americas,0
2991,PAR,Paraguay,1992,Americas,0
2992,PAR,Paraguay,1996,Americas,0
2993,PAR,Paraguay,2000,Americas,0
2994,PAR,Paraguay,2004,Americas,17
2995,PAR,Paraguay,2008,Americas,0
2996,PAR,Paraguay,2012,Americas,0
2997,PAR,Paraguay,2016,Americas,0
2998,PER,Peru,1900,Americas,0
2999,PER,Peru,1932,Americas,0
3000,PER,Peru,1936,Americas,0
3001,PER,Peru,1948,Americas,1
3002,PER,Peru,1956,Americas,0
3003,PER,Peru,1960,Americas,0
3004,PER,Peru,1964,Americas,0
3005,PER,Peru,1968,Americas,0
3006,PER,Peru,1972,Americas,0
3007,PER,Peru,1976,Americas,0
3008,PER,Peru,1980,Americas,0
3009,PER,Peru,1984,Americas,1
3010,PER,Peru,1988,Americas,12
3011,PER,Peru,1992,Americas,1
3012,PER,Peru,1996,Americas,0
3013,PER,Peru,2000,Americas,0
3014,PER,Peru,2004,Americas,0
3015,PER,Peru,2008,Americas,0
3016,PER,Peru,2012,Americas,0
3017,PER,Peru,2016,Americas,0
3018,PHI,Kalayaan,1964,Asia,0
3019,PHI,Patricia,1960,Asia,0
3020,PHI,Philippines,1924,Asia,0
3021,PHI,Philippines,1928,Asia,1
3022,PHI,Philippines,1932,Asia,3
3023,PHI,Philippines,1936,Asia,1
3024,PHI,Philippines,1948,Asia,0
3025,PHI,Philippines,1952,Asia,0
3026,PHI,Philippines,1956,Asia,0
3027,PHI,Philippines,1960,Asia,0
3028,PHI,Philippines,1964,Asia,1
3029,PHI,Philippines,1968,Asia,0
3030,PHI,Philippines,1972,Asia,0
3031,PHI,Philippines,1976,Asia,0
3032,PHI,Philippines,1984,Asia,0
3033,PHI,Philippines,1988,Asia,1
3034,PHI,Philippines,1992,Asia,1
3035,PHI,Philippines,1996,Asia,1
3036,PHI,Philippines,2000,Asia,0
3037,PHI,Philippines,2004,Asia,0
3038,PHI,Philippines,2008,Asia,0
3039,PHI,Philippines,2012,Asia,0
3040,PHI,Philippines,2016,Asia,1
3041,PLE,Palestine,1996,Asia,0
3042,PLE,Palestine,2000,Asia,0
3043,PLE,Palestine,2004,Asia,0
3044,PLE,Palestine,2008,Asia,0
3045,PLE,Palestine,2012,Asia,0
3046,PLE,Palestine,2016,Asia,0
3047,PLW,Palau,2000,Oceania,0
3048,PLW,Palau,2004,Oceania,0
3049,PLW,Palau,2008,Oceania,0
3050,PLW,Palau,2012,Oceania,0
3051,PLW,Palau,2016,Oceania,0
3052,PNG,Papua New Guinea,1976,Oceania,0
3053,PNG,Papua New Guinea,1984,Oceania,0
3054,PNG,Papua New Guinea,1988,Oceania,0
3055,PNG,Papua New Guinea,1992,Oceania,0
3056,PNG,Papua New Guinea,1996,Oceania,0
3057,PNG,Papua New Guinea,2000,Oceania,0
3058,PNG,Papua New Guinea,2004,Oceania,0
3059,PNG,Papua New Guinea,2008,Oceania,0
3060,PNG,Papua New Guinea,2012,Oceania,0
3061,PNG,Papua New Guinea,2016,Oceania,0
3062,POL,Danuta,1936,Europe,0
3063,POL,Poland,1912,Europe,0
3064,POL,Poland,1924,Europe,5
3065,POL,Poland,1928,Europe,20
3066,POL,Poland,1932,Europe,21
3067,POL,Poland,1936,Europe,12
3068,POL,Poland,1948,Europe,2
3069,POL,Poland,1952,Europe,4
3070,POL,Poland,1956,Europe,19
3071,POL,Poland,1960,Europe,30
3072,POL,Poland,1964,Europe,46
3073,POL,Poland,1968,Europe,37
3074,POL,Poland,1972,Europe,46
3075,POL,Poland,1976,Europe,73
3076,POL,Poland,1980,Europe,50
3077,POL,Poland,1988,Europe,21
3078,POL,Poland,1992,Europe,46
3079,POL,Poland,1996,Europe,22
3080,POL,Poland,2000,Europe,22
3081,POL,Poland,2004,Europe,12
3082,POL,Poland,2008,Europe,20
3083,POL,Poland,2012,Europe,12
3084,POL,Poland,2016,Europe,16
3085,POL,Poland-1,1972,Europe,0
3086,POL,Poland-1,1992,Europe,0
3087,POL,Poland-1,1996,Europe,0
3088,POL,Poland-1,2000,Europe,2
3089,POL,Poland-1,2008,Europe,0
3090,POL,Poland-1,2012,Europe,0
3091,POL,Poland-1,2016,Europe,0
3092,POL,Poland-2,1972,Europe,0
3093,POL,Poland-2,1992,Europe,0
3094,POL,Poland-2,1996,Europe,0
3095,POL,Poland-2,2000,Europe,0
3096,POL,Poland-2,2008,Europe,0
3097,POL,Poland-2,2012,Europe,0
3098,POL,Poland-2,2016,Europe,0
3099,POL,Poland-3,1972,Europe,0
3100,POR,Alcaid,1952,Europe,0
3101,POR,Argus,1948,Europe,0
3102,POR,Calcinhas,1960,Europe,0
3103,POR,Camelia,1928,Europe,0
3104,POR,Canopus,1956,Europe,0
3105,POR,Ciocca III,1960,Europe,0
3106,POR,Espadarte,1952,Europe,2
3107,POR,Espardate,1948,Europe,0
3108,POR,Faneca,1956,Europe,0
3109,POR,Faneca,1964,Europe,0
3110,POR,Galopin De La Font,2008,Europe,0
3111,POR,Grifo III,1960,Europe,0
3112,POR,Grifo IV,1964,Europe,0
3113,POR,Hannover,1936,Europe,0
3114,POR,Ma'Lindo,1960,Europe,2
3115,POR,Notavel,2008,Europe,0
3116,POR,Oxalis,2008,Europe,0
3117,POR,Portugal,1912,Europe,0
3118,POR,Portugal,1920,Europe,0
3119,POR,Portugal,1924,Europe,4
3120,POR,Portugal,1928,Europe,6
3121,POR,Portugal,1932,Europe,0
3122,POR,Portugal,1936,Europe,3
3123,POR,Portugal,1948,Europe,3
3124,POR,Portugal,1952,Europe,0
3125,POR,Portugal,1956,Europe,0
3126,POR,Portugal,1960,Europe,0
3127,POR,Portugal,1964,Europe,0
3128,POR,Portugal,1968,Europe,0
3129,POR,Portugal,1972,Europe,0
3130,POR,Portugal,1976,Europe,2
3131,POR,Portugal,1980,Europe,0
3132,POR,Portugal,1984,Europe,3
3133,POR,Portugal,1988,Europe,1
3134,POR,Portugal,1992,Europe,0
3135,POR,Portugal,1996,Europe,3
3136,POR,Portugal,2000,Europe,2
3137,POR,Portugal,2004,Europe,3
3138,POR,Portugal,2008,Europe,2
3139,POR,Portugal,2012,Europe,2
3140,POR,Portugal,2016,Europe,1
3141,POR,Sjhxa,1952,Europe,0
3142,POR,Symphony,1948,Europe,2
3143,POR,Vicking,1936,Europe,0
3144,PRK,North Korea,1972,Asia,15
3145,PRK,North Korea,1976,Asia,2
3146,PRK,North Korea,1980,Asia,5
3147,PRK,North Korea,1992,Asia,8
3148,PRK,North Korea,1996,Asia,5
3149,PRK,North Korea,2000,Asia,4
3150,PRK,North Korea,2004,Asia,5
3151,PRK,North Korea,2008,Asia,6
3152,PRK,North Korea,2012,Asia,6
3153,PRK,North Korea,2016,Asia,7
3154,PRK,North Korea-1,1992,Asia,2
3155,PRK,North Korea-1,1996,Asia,0
3156,PRK,North Korea-2,1992,Asia,0
3157,PRK,North Korea-2,1996,Asia,0
3158,PUR,Puerto Rico,1948,Americas,1
3159,PUR,Puerto Rico,1952,Americas,0
3160,PUR,Puerto Rico,1956,Americas,0
3161,PUR,Puerto Rico,1960,Americas,0
3162,PUR,Puerto Rico,1964,Americas,0
3163,PUR,Puerto Rico,1968,Americas,0
3164,PUR,Puerto Rico,1972,Americas,0
3165,PUR,Puerto Rico,1976,Americas,1
3166,PUR,Puerto Rico,1980,Americas,0
3167,PUR,Puerto Rico,1984,Americas,2
3168,PUR,Puerto Rico,1988,Americas,0
3169,PUR,Puerto Rico,1992,Americas,1
3170,PUR,Puerto Rico,1996,Americas,1
3171,PUR,Puerto Rico,2000,Americas,0
3172,PUR,Puerto Rico,2004,Americas,0
3173,PUR,Puerto Rico,2008,Americas,0
3174,PUR,Puerto Rico,2012,Americas,2
3175,PUR,Puerto Rico,2016,Americas,1
3176,QAT,Qatar,1984,Asia,0
3177,QAT,Qatar,1988,Asia,0
3178,QAT,Qatar,1992,Asia,1
3179,QAT,Qatar,1996,Asia,0
3180,QAT,Qatar,2000,Asia,1
3181,QAT,Qatar,2004,Asia,0
3182,QAT,Qatar,2008,Asia,0
3183,QAT,Qatar,2012,Asia,2
3184,QAT,Qatar,2016,Asia,1
3185,RHO,Peri,1960,,0
3186,RHO,Rhodesia,1960,,0
3187,ROT,Refugee Olympic Athletes,2016,,0
3188,ROU,Romania,1900,,0
3189,ROU,Romania,1924,,16
3190,ROU,Romania,1928,,0
3191,ROU,Romania,1932,,0
3192,ROU,Romania,1936,,1
3193,ROU,Romania,1952,,4
3194,ROU,Romania,1956,,19
3195,ROU,Romania,1960,,15
3196,ROU,Romania,1964,,16
3197,ROU,Romania,1968,,23
3198,ROU,Romania,1972,,40
3199,ROU,Romania,1976,,55
3200,ROU,Romania,1980,,68
3201,ROU,Romania,1984,,106
3202,ROU,Romania,1988,,58
3203,ROU,Romania,1992,,53
3204,ROU,Romania,1996,,38
3205,ROU,Romania,2000,,46
3206,ROU,Romania,2004,,39
3207,ROU,Romania,2008,,22
3208,ROU,Romania,2012,,16
3209,ROU,Romania,2016,,16
3210,ROU,Romania-1,1992,,0
3211,ROU,Romania-1,2016,,0
3212,ROU,Romania-2,1992,,0
3213,ROU,Romania-2,2016,,0
3214,RSA,Boer Team,1904,Africa,0
3215,RSA,Hakahana,1960,Africa,0
3216,RSA,Impala,1956,Africa,0
3217,RSA,Shoveller,1952,Africa,0
3218,RSA,South Africa,1904,Africa,0
3219,RSA,South Africa,1908,Africa,2
3220,RSA,South Africa,1912,Africa,7
3221,RSA,South Africa,1920,Africa,21
3222,RSA,South Africa,1924,Africa,3
3223,RSA,South Africa,1928,Africa,6
3224,RSA,South Africa,1932,Africa,5
3225,RSA,South Africa,1936,Africa,1
3226,RSA,South Africa,1948,Africa,6
3227,RSA,South Africa,1952,Africa,14
3228,RSA,South Africa,1956,Africa,7
3229,RSA,South Africa,1960,Africa,3
3230,RSA,South Africa,1992,Africa,3
3231,RSA,South Africa,1996,Africa,5
3232,RSA,South Africa,2000,Africa,5
3233,RSA,South Africa,2004,Africa,10
3234,RSA,South Africa,2008,Africa,1
3235,RSA,South Africa,2012,Africa,9
3236,RSA,South Africa,2016,Africa,23
3237,RSA,South Africa-1,1920,Africa,0
3238,RSA,South Africa-2,1920,Africa,0
3239,RSA,Springbok,1932,Africa,0
3240,RSA,Yeoman V,1956,Africa,0
3241,RUS,Bylina-2,1912,Europe,0
3242,RUS,Gallia II,1912,Europe,7
3243,RUS,Norman-1,1912,Europe,0
3244,RUS,Russia,1900,Europe,0
3245,RUS,Russia,1908,Europe,3
3246,RUS,Russia,1912,Europe,7
3247,RUS,Russia,1924,Europe,0
3248,RUS,Russia,1996,Europe,115
3249,RUS,Russia,2000,Europe,187
3250,RUS,Russia,2004,Europe,189
3251,RUS,Russia,2008,Europe,142
3252,RUS,Russia,2012,Europe,138
3253,RUS,Russia,2016,Europe,113
3254,RUS,Russia-1,1900,Europe,0
3255,RUS,Russia-1,2004,Europe,0
3256,RUS,Russia-1,2008,Europe,0
3257,RUS,Russia-1,2012,Europe,2
3258,RUS,Russia-1,2016,Europe,0
3259,RUS,Russia-2,2004,Europe,0
3260,RUS,Russia-2,2008,Europe,0
3261,RUS,Russia-2,2012,Europe,0
3262,RUS,Russia-2,2016,Europe,2
3263,RWA,Rwanda,1984,Africa,0
3264,RWA,Rwanda,1988,Africa,0
3265,RWA,Rwanda,1992,Africa,0
3266,RWA,Rwanda,1996,Africa,0
3267,RWA,Rwanda,2000,Africa,0
3268,RWA,Rwanda,2004,Africa,0
3269,RWA,Rwanda,2008,Africa,0
3270,RWA,Rwanda,2012,Africa,0
3271,RWA,Rwanda,2016,Africa,0
3272,SAA,Saar,1952,,0
3273,SAM,Samoa,1984,Oceania,0
3274,SAM,Samoa,1988,Oceania,0
3275,SAM,Samoa,1992,Oceania,0
3276,SAM,Samoa,1996,Oceania,0
3277,SAM,Samoa,2000,Oceania,0
3278,SAM,Samoa,2004,Oceania,0
3279,SAM,Samoa,2008,Oceania,0
3280,SAM,Samoa,2012,Oceania,0
3281,SAM,Samoa,2016,Oceania,0
3282,SCG,Serbia and Montenegro,1996,Europe,26
3283,SCG,Serbia and Montenegro,2000,Europe,25
3284,SCG,Serbia and Montenegro,2004,Europe,13
3285,SEN,Senegal,1964,Africa,0
3286,SEN,Senegal,1968,Africa,0
3287,SEN,Senegal,1972,Africa,0
3288,SEN,Senegal,1976,Africa,0
3289,SEN,Senegal,1980,Africa,0
3290,SEN,Senegal,1984,Africa,0
3291,SEN,Senegal,1988,Africa,1
3292,SEN,Senegal,1992,Africa,0
3293,SEN,Senegal,1996,Africa,0
3294,SEN,Senegal,2000,Africa,0
3295,SEN,Senegal,2004,Africa,0
3296,SEN,Senegal,2008,Africa,0
3297,SEN,Senegal,2012,Africa,0
3298,SEN,Senegal,2016,Africa,0
3299,SEY,Seychelles,1980,Africa,0
3300,SEY,Seychelles,1984,Africa,0
3301,SEY,Seychelles,1992,Africa,0
3302,SEY,Seychelles,1996,Africa,0
3303,SEY,Seychelles,2000,Africa,0
3304,SEY,Seychelles,2004,Africa,0
3305,SEY,Seychelles,2008,Africa,0
3306,SEY,Seychelles,2012,Africa,0
3307,SEY,Seychelles,2016,Africa,0
3308,SGP,June Climene,1960,,0
3309,SGP,Rika II,1956,,0
3310,SGP,Singapore,1948,,0
3311,SGP,Singapore,1952,,0
3312,SGP,Singapore,1956,,0
3313,SGP,Singapore,1960,,1
3314,SGP,Singapore,1968,,0
3315,SGP,Singapore,1972,,0
3316,SGP,Singapore,1976,,0
3317,SGP,Singapore,1984,,0
3318,SGP,Singapore,1988,,0
3319,SGP,Singapore,1992,,0
3320,SGP,Singapore,1996,,0
3321,SGP,Singapore,2000,,0
3322,SGP,Singapore,2004,,0
3323,SGP,Singapore,2008,,3
3324,SGP,Singapore,2012,,4
3325,SGP,Singapore,2016,,1
3326,SGP,Singapore-1,2004,,0
3327,SGP,Singapore-2,2004,,0
3328,SKN,Saint Kitts and Nevis,1996,Americas,0
3329,SKN,Saint Kitts and Nevis,2000,Americas,0
3330,SKN,Saint Kitts and Nevis,2004,Americas,0
3331,SKN,Saint Kitts and Nevis,2008,Americas,0
3332,SKN,Saint Kitts and Nevis,2012,Americas,0
3333,SKN,Saint Kitts and Nevis,2016,Americas,0
3334,SLE,Sierra Leone,1968,Africa,0
3335,SLE,Sierra Leone,1980,Africa,0
3336,SLE,Sierra Leone,1984,Africa,0
3337,SLE,Sierra Leone,1988,Africa,0
3338,SLE,Sierra Leone,1992,Africa,0
3339,SLE,Sierra Leone,1996,Africa,0
3340,SLE,Sierra Leone,2000,Africa,0
3341,SLE,Sierra Leone,2004,Africa,0
3342,SLE,Sierra Leone,2008,Africa,0
3343,SLE,Sierra Leone,2012,Africa,0
3344,SLE,Sierra Leone,2016,Africa,0
3345,SLO,Slovenia,1992,Europe,6
3346,SLO,Slovenia,1996,Europe,2
3347,SLO,Slovenia,2000,Europe,3
3348,SLO,Slovenia,2004,Europe,5
3349,SLO,Slovenia,2008,Europe,5
3350,SLO,Slovenia,2012,Europe,5
3351,SLO,Slovenia,2016,Europe,4
3352,SLO,Slovenia-1,2004,Europe,0
3353,SLO,Slovenia-2,2004,Europe,0
3354,SMR,San Marino,1960,Europe,0
3355,SMR,San Marino,1968,Europe,0
3356,SMR,San Marino,1972,Europe,0
3357,SMR,San Marino,1976,Europe,0
3358,SMR,San Marino,1980,Europe,0
3359,SMR,San Marino,1984,Europe,0
3360,SMR,San Marino,1988,Europe,0
3361,SMR,San Marino,1992,Europe,0
3362,SMR,San Marino,1996,Europe,0
3363,SMR,San Marino,2000,Europe,0
3364,SMR,San Marino,2004,Europe,0
3365,SMR,San Marino,2008,Europe,0
3366,SMR,San Marino,2012,Europe,0
3367,SMR,San Marino,2016,Europe,0
3368,SOL,Solomon Islands,1984,Oceania,0
3369,SOL,Solomon Islands,1988,Oceania,0
3370,SOL,Solomon Islands,1992,Oceania,0
3371,SOL,Solomon Islands,1996,Oceania,0
3372,SOL,Solomon Islands,2000,Oceania,0
3373,SOL,Solomon Islands,2004,Oceania,0
3374,SOL,Solomon Islands,2008,Oceania,0
3375,SOL,Solomon Islands,2012,Oceania,0
3376,SOL,Solomon Islands,2016,Oceania,0
3377,SOM,Somalia,1972,Africa,0
3378,SOM,Somalia,1984,Africa,0
3379,SOM,Somalia,1988,Africa,0
3380,SOM,Somalia,1996,Africa,0
3381,SOM,Somalia,2000,Africa,0
3382,SOM,Somalia,2004,Africa,0
3383,SOM,Somalia,2008,Africa,0
3384,SOM,Somalia,2012,Africa,0
3385,SOM,Somalia,2016,Africa,0
3386,SRB,Serbia,1912,,0
3387,SRB,Serbia,2008,,15
3388,SRB,Serbia,2012,,16
3389,SRB,Serbia,2016,,54
3390,SRB,Serbia-1,2012,,0
3391,SRB,Serbia-2,2012,,0
3392,SRI,Sri Lanka,1948,Asia,1
3393,SRI,Sri Lanka,1952,Asia,0
3394,SRI,Sri Lanka,1956,Asia,0
3395,SRI,Sri Lanka,1960,Asia,0
3396,SRI,Sri Lanka,1964,Asia,0
3397,SRI,Sri Lanka,1968,Asia,0
3398,SRI,Sri Lanka,1972,Asia,0
3399,SRI,Sri Lanka,1980,Asia,0
3400,SRI,Sri Lanka,1984,Asia,0
3401,SRI,Sri Lanka,1988,Asia,0
3402,SRI,Sri Lanka,1992,Asia,0
3403,SRI,Sri Lanka,1996,Asia,0
3404,SRI,Sri Lanka,2000,Asia,1
3405,SRI,Sri Lanka,2004,Asia,0
3406,SRI,Sri Lanka,2008,Asia,0
3407,SRI,Sri Lanka,2012,Asia,0
